item_id	item_text	dimension	fit_mean	clarity_mean	fit_iqr	decision	reason
IT30	Mi dice che non valgo niente e resterei sola se non stessi con lui perché nessuno mi vorrebbe	Emotional and Psychological Abuse	5.0	5.0	0.0	Retain	fit_mean≥4 (5.00), IQR≤1 (0.00), clarity≥4 (5.00)
IT31	Ha mostrato mie immagini intime ad altre persone senza il mio consenso	Sexual Coercion and Violation of Privacy	5.0	5.0	0.0	Retain	fit_mean≥4 (5.00), IQR≤1 (0.00), clarity≥4 (5.00)
IT32	Minaccia di mostrare ai miei amici o ai miei familiari mie immagini intime	Sexual Coercion and Violation of Privacy	5.0	5.0	0.0	Drop	fit_mean≥4 (5.00), IQR≤1 (0.00), clarity≥4 (5.00); pairwise redundancy ≥0.50 vs IT31
IT33	Mi dice che, se lo lasciassi, rivelerebbe ad altri dei miei segreti o delle cose molto personali che sa di me	Sexual Coercion and Violation of Privacy	4.444	4.778	1.0	Retain	fit_mean≥4 (4.44), IQR≤1 (1.00), clarity≥4 (4.78)
IT34	Minaccia di fare del male a me, ai miei amici o alla mia famiglia	Physical Aggression, Threats, and Intimidation	5.0	4.889	0.0	Retain	fit_mean≥4 (5.00), IQR≤1 (0.00), clarity≥4 (4.89)
IT35	Minaccia di farsi del male a causa mia	Physical Aggression, Threats, and Intimidation	3.889	4.667	0.0	Retain	fallback to majority recommendation
IT36	Minacce di distruggere le mie cose (telefono, vestiti, computer, auto, ecc.)	Physical Aggression, Threats, and Intimidation	4.222	4.889	0.0	Drop	fit_mean≥4 (4.22), IQR≤1 (0.00), clarity≥4 (4.89); pairwise redundancy ≥0.50 vs IT39
IT37	Mi afferra per i capelli, mi strattona, mi mette le mani al collo, tenta di soffocarmi, mi dà dei pugni, mi schiaffeggia, mi getta addosso degli oggetti o mi fa male in qualche modo	Physical Aggression, Threats, and Intimidation	5.0	5.0	0.0	Retain	fit_mean≥4 (5.00), IQR≤1 (0.00), clarity≥4 (5.00)
IT38	Dopo che mi ha aggredito (fisicamente o verbalmente) nega di averlo fatto e mi fa dubitare che sia realmente successo.	Emotional and Psychological Abuse	5.0	4.778	0.0	Retain	fit_mean≥4 (5.00), IQR≤1 (0.00), clarity≥4 (4.78)
IT39	Rompe e getta oggetti per intimidirmi	Physical Aggression, Threats, and Intimidation	4.556	4.889	1.0	Retain	fit_mean≥4 (4.56), IQR≤1 (1.00), clarity≥4 (4.89)
IT40	Urla o mi umilia di fronte ad altre persone	Emotional and Psychological Abuse	5.0	5.0	0.0	Retain	fit_mean≥4 (5.00), IQR≤1 (0.00), clarity≥4 (5.00)
IT41	Mi chiede insistentemente di fare sesso e non accetta quando dico di no o che non mi va	Sexual Coercion and Violation of Privacy	5.0	4.889	0.0	Retain	fit_mean≥4 (5.00), IQR≤1 (0.00), clarity≥4 (4.89)
IT42	Ho paura di vederlo perché so che potrebbe avere comportamenti che mi possono fare stare male o sentire in imbarazzo	Fear, Anxiety, and Feeling Unsafe	4.667	4.444	1.0	Drop	fit_mean≥4 (4.67), IQR≤1 (1.00), clarity≥4 (4.44); pairwise redundancy ≥0.50 vs IT16
IT43	Sento di potergli parlare di qualsiasi cosa	Supportive and Healthy Relationship Dynamics	4.778	4.889	0.0	Retain	fit_mean≥4 (4.78), IQR≤1 (0.00), clarity≥4 (4.89)
