item_id	dimension	fit_mean	clarity_mean	decision	reason	net_degree	net_neighbors	net_neighbor_ratios	net_max_overlap	net_drop_partner	net_drop_ratio	net_threshold	net_denom_mode
IT32	Sexual Coercion and Violation of Privacy	5.0	5.0	Drop	fit_mean≥4 (5.00), IQR≤1 (0.00), clarity≥4 (5.00); pairwise redundancy ≥0.50 vs IT31	2	IT31,IT33	IT31:1.11|IT33:0.67	1.111			0.5	max
IT33	Sexual Coercion and Violation of Privacy	4.444	4.778	Retain	fit_mean≥4 (4.44), IQR≤1 (1.00), clarity≥4 (4.78)	1	IT32	IT32:0.67	0.667			0.5	max
IT41	Sexual Coercion and Violation of Privacy	5.0	4.889	Retain	fit_mean≥4 (5.00), IQR≤1 (0.00), clarity≥4 (4.89)	0			0.0			0.5	max
IT09	Social Isolation and External Concerns	4.111	4.556	Drop	fit_mean≥4 (4.11), IQR≤1 (0.00), clarity≥4 (4.56); pairwise redundancy ≥0.50 vs IT18	1	IT18	IT18:1.22	1.222			0.5	max
IT18	Social Isolation and External Concerns	4.444	4.667	Retain	fit_mean≥4 (4.44), IQR≤1 (1.00), clarity≥4 (4.67)	1	IT09	IT09:1.22	1.222			0.5	max
IT01	Supportive and Healthy Relationship Dynamics	5.0	5.0	Retain	fit_mean≥4 (5.00), IQR≤1 (0.00), clarity≥4 (5.00)	2	IT02,IT03	IT02:1.22|IT03:0.89	1.222			0.5	max
IT02	Supportive and Healthy Relationship Dynamics	4.444	5.0	Drop	fit_mean≥4 (4.44), IQR≤1 (1.00), clarity≥4 (5.00); pairwise redundancy ≥0.50 vs IT01	1	IT01	IT01:1.22	1.222			0.5	max
IT03	Supportive and Healthy Relationship Dynamics	5.0	5.0	Drop	fit_mean≥4 (5.00), IQR≤1 (0.00), clarity≥4 (5.00); pairwise redundancy ≥0.50 vs IT01	2	IT01,IT43	IT01:0.89|IT43:0.89	0.889			0.5	max
IT04	Supportive and Healthy Relationship Dynamics	5.0	4.889	Retain	fit_mean≥4 (5.00), IQR≤1 (0.00), clarity≥4 (4.89)	1	IT05	IT05:1.33	1.333			0.5	max
IT05	Supportive and Healthy Relationship Dynamics	4.667	4.889	Drop	fit_mean≥4 (4.67), IQR≤1 (1.00), clarity≥4 (4.89); pairwise redundancy ≥0.50 vs IT04	1	IT04	IT04:1.33	1.333			0.5	max
IT06	Supportive and Healthy Relationship Dynamics	5.0	4.889	Retain	fit_mean≥4 (5.00), IQR≤1 (0.00), clarity≥4 (4.89)	1	IT08	IT08:1.22	1.222			0.5	max
IT07	Supportive and Healthy Relationship Dynamics	4.667	4.778	Retain	fit_mean≥4 (4.67), IQR≤1 (1.00), clarity≥4 (4.78)	0			0.0			0.5	max
IT08	Supportive and Healthy Relationship Dynamics	4.889	5.0	Drop	fit_mean≥4 (4.89), IQR≤1 (0.00), clarity≥4 (5.00); pairwise redundancy ≥0.50 vs IT06	1	IT06	IT06:1.22	1.222			0.5	max
IT43	Supportive and Healthy Relationship Dynamics	4.778	4.889	Retain	fit_mean≥4 (4.78), IQR≤1 (0.00), clarity≥4 (4.89)	1	IT03	IT03:0.89	0.889			0.5	max
